Month,Country,Arrivals
Jan-22,Thailand,1400
Feb-22,Thailand,1980
Mar-22,Thailand,3020
Apr-22,Thailand,4970
May-22,Thailand,5530
Jun-22,Thailand,4970
Jul-22,Thailand,5750
Aug-22,Thailand,7130
Sep-22,Thailand,6720
Oct-22,Thailand,7970
Nov-22,Thailand,7890
Dec-22,Thailand,8160
Jan-23,Thailand,5530
Feb-23,Thailand,7750
Mar-23,Thailand,9990
Apr-23,Thailand,13950
May-23,Thailand,10520
Jun-23,Thailand,8420
Jul-23,Thailand,9050
Aug-23,Thailand,9200
Sep-23,Thailand,7410
Oct-23,Thailand,9430
Nov-23,Thailand,7820
Dec-23,Thailand,8250
Jan-24,Thailand,7340
Feb-24,Thailand,8580
Mar-24,Thailand,9580
Apr-24,Thailand,16010
May-24,Thailand,9390
Jun-24,Thailand,7560
Jul-24,Thailand,10300
Jan-19,Vietnam,12830
Feb-19,Vietnam,21640
Mar-19,Vietnam,13380
Apr-19,Vietnam,11230
May-19,Vietnam,11380
Jun-19,Vietnam,14760
Jul-19,Vietnam,18460
Aug-19,Vietnam,13960
Sep-19,Vietnam,12590
Oct-19,Vietnam,13670
Nov-19,Vietnam,12780
Dec-19,Vietnam,12160
Jan-20,Vietnam,16140
Feb-20,Vietnam,23300
Mar-20,Vietnam,7640
Apr-20,Vietnam,30
May-20,Vietnam,30
Jun-20,Vietnam,70
Jul-20,Vietnam,70
Aug-20,Vietnam,100
Sep-20,Vietnam,120
Oct-20,Vietnam,220
Nov-20,Vietnam,240
Dec-20,Vietnam,280
Jan-21,Vietnam,230
Feb-21,Vietnam,140
Mar-21,Vietnam,460
Apr-21,Vietnam,280
May-21,Vietnam,370
Jun-21,Vietnam,350
Jul-21,Vietnam,260
Aug-21,Vietnam,210
Sep-21,Vietnam,190
Oct-21,Vietnam,180
Nov-21,Vietnam,700
Dec-21,Vietnam,2540
Jan-22,Vietnam,2540
Feb-22,Vietnam,4900
Mar-22,Vietnam,4120
Apr-22,Vietnam,6420
May-22,Vietnam,7550
Jun-22,Vietnam,9180
Jul-22,Vietnam,14870
Aug-22,Vietnam,11220
Sep-22,Vietnam,10530
Oct-22,Vietnam,11900
Nov-22,Vietnam,13800
Dec-22,Vietnam,11820
Jan-23,Vietnam,14300
Feb-23,Vietnam,22150
Mar-23,Vietnam,16790
Apr-23,Vietnam,17140
May-23,Vietnam,16140
Jun-23,Vietnam,20550
Jul-23,Vietnam,22220
Aug-23,Vietnam,20520
Sep-23,Vietnam,17650
Oct-23,Vietnam,19600
Nov-23,Vietnam,16390
Dec-23,Vietnam,17890
Jan-24,Vietnam,15410
Feb-24,Vietnam,32570
Mar-24,Vietnam,21010
Apr-24,Vietnam,17820
May-24,Vietnam,15600
Jun-24,Vietnam,21580
Jul-24,Vietnam,24880
Jan-19,Brunei,280
Feb-19,Brunei,520
Mar-19,Brunei,510
Apr-19,Brunei,330
May-19,Brunei,420
Jun-19,Brunei,490
Jul-19,Brunei,670
Aug-19,Brunei,520
Sep-19,Brunei,530
Oct-19,Brunei,430
Nov-19,Brunei,470
Dec-19,Brunei,730
Jan-20,Brunei,350
Feb-20,Brunei,560
Mar-20,Brunei,160
Jan-21,Brunei,20
Apr-21,Brunei,10
May-21,Brunei,20
Jun-21,Brunei,10
Jul-21,Brunei,10
Nov-21,Brunei,10
Dec-21,Brunei,40
Jan-22,Brunei,30
Feb-22,Brunei,120
Mar-22,Brunei,60
Apr-22,Brunei,120
May-22,Brunei,190
Jun-22,Brunei,180
Jul-22,Brunei,410
Aug-22,Brunei,330
Sep-22,Brunei,290
Oct-22,Brunei,250
Nov-22,Brunei,310
Dec-22,Brunei,460
Jan-23,Brunei,300
Feb-23,Brunei,490
Mar-23,Brunei,230
Apr-23,Brunei,400
May-23,Brunei,330
Jun-23,Brunei,360
Jul-23,Brunei,610
Aug-23,Brunei,560
Sep-23,Brunei,380
Oct-23,Brunei,270
Nov-23,Brunei,380
Dec-23,Brunei,580
Jan-24,Brunei,260
Feb-24,Brunei,570
Mar-24,Brunei,460
Apr-24,Brunei,480
May-24,Brunei,320
Jun-24,Brunei,380
Jul-24,Brunei,650
Jan-19,Indonesia,18800
Feb-19,Indonesia,22030
Mar-19,Indonesia,19530
Apr-19,Indonesia,17430
May-19,Indonesia,26700
Jun-19,Indonesia,37590
Jul-19,Indonesia,26110
Aug-19,Indonesia,21130
Sep-19,Indonesia,19550
Oct-19,Indonesia,20430
Nov-19,Indonesia,18790
Dec-19,Indonesia,27670
Jan-20,Indonesia,18510
Feb-20,Indonesia,22790
Mar-20,Indonesia,10020
Apr-20,Indonesia,270
May-20,Indonesia,100
Jun-20,Indonesia,210
Jul-20,Indonesia,200
Aug-20,Indonesia,80
Sep-20,Indonesia,140
Oct-20,Indonesia,180
Nov-20,Indonesia,270
Dec-20,Indonesia,330
Jan-21,Indonesia,230
Feb-21,Indonesia,240
Mar-21,Indonesia,220
Apr-21,Indonesia,270
May-21,Indonesia,310
Jun-21,Indonesia,300
Jul-21,Indonesia,230
Aug-21,Indonesia,180
Sep-21,Indonesia,380
Oct-21,Indonesia,80
Nov-21,Indonesia,670
Dec-21,Indonesia,2220
Jan-22,Indonesia,2150
Feb-22,Indonesia,3800
Mar-22,Indonesia,4240
Apr-22,Indonesia,7480
May-22,Indonesia,7930
Jun-22,Indonesia,11040
Jul-22,Indonesia,13730
Aug-22,Indonesia,13350
Sep-22,Indonesia,13320
Oct-22,Indonesia,12300
Nov-22,Indonesia,14010
Dec-22,Indonesia,19850
Jan-23,Indonesia,14150
Feb-23,Indonesia,19750
Mar-23,Indonesia,15200
Apr-23,Indonesia,22750
May-23,Indonesia,16980
Jun-23,Indonesia,27050
Jul-23,Indonesia,24160
Aug-23,Indonesia,17400
Sep-23,Indonesia,18240
Oct-23,Indonesia,18440
Nov-23,Indonesia,17890
Dec-23,Indonesia,27180
Jan-24,Indonesia,19940
Feb-24,Indonesia,24740
Mar-24,Indonesia,18770
Apr-24,Indonesia,29160
May-24,Indonesia,19630
Jun-24,Indonesia,31480
Jul-24,Indonesia,28250
Jan-19,Malaysia,28300
Feb-19,Malaysia,45480
Mar-19,Malaysia,39290
Apr-19,Malaysia,35600
May-19,Malaysia,51690
Jun-19,Malaysia,41740
Jul-19,Malaysia,40840
Aug-19,Malaysia,55950
Sep-19,Malaysia,43100
Oct-19,Malaysia,40420
Nov-19,Malaysia,45950
Dec-19,Malaysia,45780
Jan-20,Malaysia,30650
Feb-20,Malaysia,36820
Mar-20,Malaysia,13980
Apr-20,Malaysia,210
May-20,Malaysia,80
Jun-20,Malaysia,70
Jul-20,Malaysia,280
Aug-20,Malaysia,150
Sep-20,Malaysia,120
Oct-20,Malaysia,190
Nov-20,Malaysia,200
Dec-20,Malaysia,330
Jan-21,Malaysia,360
Feb-21,Malaysia,250
Mar-21,Malaysia,370
Apr-21,Malaysia,300
May-21,Malaysia,410
Jun-21,Malaysia,370
Jul-21,Malaysia,350
Aug-21,Malaysia,220
Sep-21,Malaysia,180
Oct-21,Malaysia,150
Nov-21,Malaysia,950
Dec-21,Malaysia,2150
Jan-22,Malaysia,2680
Feb-22,Malaysia,5130
Mar-22,Malaysia,5340
Apr-22,Malaysia,7800
May-22,Malaysia,8750
Jun-22,Malaysia,9070
Jul-22,Malaysia,14880
Aug-22,Malaysia,16770
Sep-22,Malaysia,18980
Oct-22,Malaysia,16950
Nov-22,Malaysia,17670
Dec-22,Malaysia,19280
Jan-23,Malaysia,20520
Feb-23,Malaysia,26370
Mar-23,Malaysia,19600
Apr-23,Malaysia,23600
May-23,Malaysia,24340
Jun-23,Malaysia,19330
Jul-23,Malaysia,22140
Aug-23,Malaysia,29380
Sep-23,Malaysia,24250
Oct-23,Malaysia,22960
Nov-23,Malaysia,22690
Dec-23,Malaysia,24770
Jan-24,Malaysia,21010
Feb-24,Malaysia,35150
Mar-24,Malaysia,22650
Apr-24,Malaysia,28140
May-24,Malaysia,30680
Jun-24,Malaysia,23490
Jul-24,Malaysia,26770
Jan-19,Philippines,21490
Feb-19,Philippines,16720
Mar-19,Philippines,17160
Apr-19,Philippines,22320
May-19,Philippines,23040
Jun-19,Philippines,20510
Jul-19,Philippines,19120
Aug-19,Philippines,19170
Sep-19,Philippines,17890
Oct-19,Philippines,19900
Nov-19,Philippines,16350
Dec-19,Philippines,18760
Jan-20,Philippines,20030
Feb-20,Philippines,16970
Mar-20,Philippines,8640
Apr-20,Philippines,360
May-20,Philippines,250
Jun-20,Philippines,290
Jul-20,Philippines,210
Aug-20,Philippines,130
Sep-20,Philippines,240
Oct-20,Philippines,340
Nov-20,Philippines,490
Dec-20,Philippines,430
Jan-21,Philippines,390
Feb-21,Philippines,410
Mar-21,Philippines,510
Apr-21,Philippines,570
May-21,Philippines,860
Jun-21,Philippines,870
Jul-21,Philippines,610
Aug-21,Philippines,510
Sep-21,Philippines,460
Oct-21,Philippines,620
Nov-21,Philippines,1410
Dec-21,Philippines,3190
Jan-22,Philippines,2730
Feb-22,Philippines,4040
Mar-22,Philippines,4960
Apr-22,Philippines,6380
May-22,Philippines,7790
Jun-22,Philippines,8470
Jul-22,Philippines,11020
Aug-22,Philippines,13770
Sep-22,Philippines,14900
Oct-22,Philippines,15600
Nov-22,Philippines,17340
Dec-22,Philippines,20400
Jan-23,Philippines,18380
Feb-23,Philippines,18030
Mar-23,Philippines,20720
Apr-23,Philippines,18770
May-23,Philippines,21320
Jun-23,Philippines,23160
Jul-23,Philippines,21910
Aug-23,Philippines,22110
Sep-23,Philippines,19150
Oct-23,Philippines,19520
Nov-23,Philippines,18470
Dec-23,Philippines,22090
Jan-24,Philippines,23740
Feb-24,Philippines,22890
Mar-24,Philippines,20940
Apr-24,Philippines,18470
May-24,Philippines,20790
Jun-24,Philippines,26940
Jul-24,Philippines,22910
Jan-19,Singapore,16200
Feb-19,Singapore,25020
Mar-19,Singapore,27570
Apr-19,Singapore,21930
May-19,Singapore,32330
Jun-19,Singapore,49820
Jul-19,Singapore,26700
Aug-19,Singapore,33760
Sep-19,Singapore,29900
Oct-19,Singapore,26660
Nov-19,Singapore,39290
Dec-19,Singapore,37070
Jan-20,Singapore,17580
Feb-20,Singapore,19870
Mar-20,Singapore,9900
Apr-20,Singapore,60
May-20,Singapore,110
Jun-20,Singapore,140
Jul-20,Singapore,140
Aug-20,Singapore,130
Sep-20,Singapore,140
Oct-20,Singapore,170
Nov-20,Singapore,130
Dec-20,Singapore,270
Jan-21,Singapore,350
Feb-21,Singapore,230
Mar-21,Singapore,230
Apr-21,Singapore,200
May-21,Singapore,260
Jun-21,Singapore,300
Jul-21,Singapore,210
Aug-21,Singapore,320
Sep-21,Singapore,320
Oct-21,Singapore,140
Nov-21,Singapore,2130
Dec-21,Singapore,5420
Jan-22,Singapore,3890
Feb-22,Singapore,6290
Mar-22,Singapore,9410
Apr-22,Singapore,15300
May-22,Singapore,23560
Jun-22,Singapore,32580
Jul-22,Singapore,20650
Aug-22,Singapore,24580
Sep-22,Singapore,26000
Oct-22,Singapore,21740
Nov-22,Singapore,31060
Dec-22,Singapore,25280
Jan-23,Singapore,11140
Feb-23,Singapore,16320
Mar-23,Singapore,22670
Apr-23,Singapore,17770
May-23,Singapore,31410
Jun-23,Singapore,35680
Jul-23,Singapore,18770
Aug-23,Singapore,24930
Sep-23,Singapore,26670
Oct-23,Singapore,20200
Nov-23,Singapore,31460
Dec-23,Singapore,29720
Jan-24,Singapore,13850
Feb-24,Singapore,22260
Mar-24,Singapore,23370
Apr-24,Singapore,22720
May-24,Singapore,39640
Jun-24,Singapore,45150
Jul-24,Singapore,24600
Jan-19,Timor-Leste,310
Feb-19,Timor-Leste,280
Mar-19,Timor-Leste,360
Apr-19,Timor-Leste,370
May-19,Timor-Leste,410
Jun-19,Timor-Leste,330
Jul-19,Timor-Leste,370
Aug-19,Timor-Leste,300
Sep-19,Timor-Leste,300
Oct-19,Timor-Leste,530
Nov-19,Timor-Leste,780
Dec-19,Timor-Leste,440
Jan-20,Timor-Leste,340
Feb-20,Timor-Leste,390
Mar-20,Timor-Leste,160
Dec-20,Timor-Leste,160
Feb-21,Timor-Leste,20
Apr-21,Timor-Leste,10
May-21,Timor-Leste,20
Jun-21,Timor-Leste,10
Jul-21,Timor-Leste,10
Oct-21,Timor-Leste,10
Nov-21,Timor-Leste,20
Dec-21,Timor-Leste,30
Jan-22,Timor-Leste,60
Feb-22,Timor-Leste,100
Mar-22,Timor-Leste,350
Apr-22,Timor-Leste,340
May-22,Timor-Leste,430
Jun-22,Timor-Leste,580
Jul-22,Timor-Leste,410
Aug-22,Timor-Leste,690
Sep-22,Timor-Leste,700
Oct-22,Timor-Leste,860
Nov-22,Timor-Leste,880
Dec-22,Timor-Leste,670
Jan-23,Timor-Leste,600
Feb-23,Timor-Leste,590
Mar-23,Timor-Leste,580
Apr-23,Timor-Leste,480
May-23,Timor-Leste,730
Jun-23,Timor-Leste,700
Jul-23,Timor-Leste,560
Aug-23,Timor-Leste,640
Sep-23,Timor-Leste,730
Oct-23,Timor-Leste,770
Nov-23,Timor-Leste,910
Dec-23,Timor-Leste,620
Jan-24,Timor-Leste,900
Feb-24,Timor-Leste,600
Mar-24,Timor-Leste,690
Apr-24,Timor-Leste,550
May-24,Timor-Leste,790
Jun-24,Timor-Leste,570
Jul-24,Timor-Leste,630
Jan-19,China,188340
Feb-19,China,252010
Mar-19,China,151220
Apr-19,China,128290
May-19,China,123430
Jun-19,China,107030
Jul-19,China,187820
Aug-19,China,152990
Sep-19,China,124330
Oct-19,China,137800
Nov-19,China,128160
Dec-19,China,132930
Jan-20,China,202870
Feb-20,China,50560
Mar-20,China,38080
Apr-20,China,310
May-20,China,620
Jun-20,China,1190
Jul-20,China,620
Aug-20,China,630
Sep-20,China,780
Oct-20,China,990
Nov-20,China,1190
Dec-20,China,1330
Jan-21,China,1490
Feb-21,China,1090
Mar-21,China,1250
Apr-21,China,1530
May-21,China,1920
Jun-21,China,1880
Jul-21,China,1540
Aug-21,China,1100
Sep-21,China,910
Oct-21,China,690
Nov-21,China,3270
Dec-21,China,7470
Jan-22,China,8000
Feb-22,China,15240
Mar-22,China,9860
Apr-22,China,7700
May-22,China,9530
Jun-22,China,14780
Jul-22,China,28230
Aug-22,China,18540
Sep-22,China,17870
Oct-22,China,17280
Nov-22,China,20190
Dec-22,China,30320
Jan-23,China,34720
Feb-23,China,70100
Mar-23,China,45690
Apr-23,China,61380
May-23,China,56410
Jun-23,China,62710
Jul-23,China,122390
Aug-23,China,83440
Sep-23,China,86590
Oct-23,China,79010
Nov-23,China,73850
Dec-23,China,94310
Jan-24,China,131580
Feb-24,China,204110
Mar-24,China,87840
Apr-24,China,98800
May-24,China,84080
Jun-24,China,84550
Jul-24,China,152980
Jan-19,Hong Kong,14980
Feb-19,Hong Kong,30330
Mar-19,Hong Kong,17760
Apr-19,Hong Kong,22820
May-19,Hong Kong,17180
Jun-19,Hong Kong,16620
Jul-19,Hong Kong,26730
Aug-19,Hong Kong,28200
Sep-19,Hong Kong,15880
Oct-19,Hong Kong,16950
Nov-19,Hong Kong,17130
Dec-19,Hong Kong,25400
Jan-20,Hong Kong,22590
Feb-20,Hong Kong,19230
Mar-20,Hong Kong,5180
Apr-20,Hong Kong,30
May-20,Hong Kong,40
Jun-20,Hong Kong,80
Jul-20,Hong Kong,70
Aug-20,Hong Kong,80
Sep-20,Hong Kong,80
Oct-20,Hong Kong,90
Nov-20,Hong Kong,110
Dec-20,Hong Kong,200
Jan-21,Hong Kong,220
Feb-21,Hong Kong,150
Mar-21,Hong Kong,160
Apr-21,Hong Kong,170
May-21,Hong Kong,270
Jun-21,Hong Kong,320
Jul-21,Hong Kong,280
Aug-21,Hong Kong,230
Sep-21,Hong Kong,190
Oct-21,Hong Kong,160
Nov-21,Hong Kong,500
Dec-21,Hong Kong,1300
Jan-22,Hong Kong,1610
Feb-22,Hong Kong,2810
Mar-22,Hong Kong,1700
Apr-22,Hong Kong,2170
May-22,Hong Kong,2070
Jun-22,Hong Kong,3270
Jul-22,Hong Kong,4590
Aug-22,Hong Kong,3770
Sep-22,Hong Kong,4000
Oct-22,Hong Kong,5320
Nov-22,Hong Kong,5760
Dec-22,Hong Kong,9630
Jan-23,Hong Kong,11520
Feb-23,Hong Kong,12490
Mar-23,Hong Kong,11190
Apr-23,Hong Kong,13820
May-23,Hong Kong,11000
Jun-23,Hong Kong,10710
Jul-23,Hong Kong,18170
Aug-23,Hong Kong,17500
Sep-23,Hong Kong,12550
Oct-23,Hong Kong,13510
Nov-23,Hong Kong,13320
Dec-23,Hong Kong,20690
Jan-24,Hong Kong,15290
Feb-24,Hong Kong,24350
Mar-24,Hong Kong,20090
Apr-24,Hong Kong,12960
May-24,Hong Kong,13900
Jun-24,Hong Kong,14840
Jul-24,Hong Kong,23000
Jan-19,Macau,430
Feb-19,Macau,870
Mar-19,Macau,430
Apr-19,Macau,490
May-19,Macau,440
Jun-19,Macau,410
Jul-19,Macau,1010
Aug-19,Macau,940
Sep-19,Macau,430
Oct-19,Macau,490
Nov-19,Macau,370
Dec-19,Macau,690
Jan-20,Macau,630
Feb-20,Macau,530
Mar-20,Macau,80
Dec-21,Macau,20
Jan-22,Macau,40
Feb-22,Macau,110
Mar-22,Macau,30
Apr-22,Macau,20
May-22,Macau,20
Jun-22,Macau,50
Jul-22,Macau,80
Aug-22,Macau,60
Sep-22,Macau,60
Oct-22,Macau,50
Nov-22,Macau,70
Dec-22,Macau,120
Jan-23,Macau,160
Feb-23,Macau,320
Mar-23,Macau,160
Apr-23,Macau,170
May-23,Macau,190
Jun-23,Macau,220
Jul-23,Macau,540
Aug-23,Macau,500
Sep-23,Macau,250
Oct-23,Macau,250
Nov-23,Macau,260
Dec-23,Macau,490
Jan-24,Macau,370
Feb-24,Macau,680
Mar-24,Macau,250
Apr-24,Macau,240
May-24,Macau,260
Jun-24,Macau,300
Jul-24,Macau,750
Jan-19,Mongolia,840
Feb-19,Mongolia,720
Mar-19,Mongolia,660
Apr-19,Mongolia,500
May-19,Mongolia,530
Jun-19,Mongolia,590
Jul-19,Mongolia,810
Aug-19,Mongolia,1070
Sep-19,Mongolia,710
Oct-19,Mongolia,690
Nov-19,Mongolia,620
Dec-19,Mongolia,890
Jan-20,Mongolia,750
Feb-20,Mongolia,530
Mar-20,Mongolia,160
Jun-20,Mongolia,10
Aug-20,Mongolia,10
Sep-20,Mongolia,10
Dec-20,Mongolia,10
Mar-21,Mongolia,10
May-21,Mongolia,10
Jun-21,Mongolia,10
Aug-21,Mongolia,10
Oct-21,Mongolia,10
Nov-21,Mongolia,30
Dec-21,Mongolia,330
Jan-22,Mongolia,180
Feb-22,Mongolia,180
Mar-22,Mongolia,270
Apr-22,Mongolia,240
May-22,Mongolia,270
Jun-22,Mongolia,320
Jul-22,Mongolia,640
Aug-22,Mongolia,1350
Sep-22,Mongolia,1110
Oct-22,Mongolia,740
Nov-22,Mongolia,1260
Dec-22,Mongolia,1200
Jan-23,Mongolia,850
Feb-23,Mongolia,1440
Mar-23,Mongolia,1730
Apr-23,Mongolia,1170
May-23,Mongolia,1430
Jun-23,Mongolia,2050
Jul-23,Mongolia,1300
Aug-23,Mongolia,1870
Sep-23,Mongolia,1720
Oct-23,Mongolia,1330
Nov-23,Mongolia,1440
Dec-23,Mongolia,1860
Jan-24,Mongolia,1680
Feb-24,Mongolia,1450
Mar-24,Mongolia,1220
Apr-24,Mongolia,900
May-24,Mongolia,790
Jun-24,Mongolia,1080
Jul-24,Mongolia,1600
Jan-19,Taiwan,16300
Feb-19,Taiwan,23040
Mar-19,Taiwan,17040
Apr-19,Taiwan,14360
May-19,Taiwan,15920
Jun-19,Taiwan,17610
Jul-19,Taiwan,18190
Aug-19,Taiwan,21600
Sep-19,Taiwan,16290
Oct-19,Taiwan,17630
Nov-19,Taiwan,15440
Dec-19,Taiwan,14510
Jan-20,Taiwan,19990
Feb-20,Taiwan,16020
Mar-20,Taiwan,3750
Apr-20,Taiwan,30
May-20,Taiwan,40
Jun-20,Taiwan,100
Jul-20,Taiwan,60
Aug-20,Taiwan,40
Sep-20,Taiwan,40
Oct-20,Taiwan,60
Nov-20,Taiwan,40
Dec-20,Taiwan,60
Jan-21,Taiwan,80
Feb-21,Taiwan,40
Mar-21,Taiwan,90
Apr-21,Taiwan,40
May-21,Taiwan,60
Jun-21,Taiwan,80
Jul-21,Taiwan,110
Aug-21,Taiwan,70
Sep-21,Taiwan,60
Oct-21,Taiwan,30
Nov-21,Taiwan,80
Dec-21,Taiwan,310
Jan-22,Taiwan,610
Feb-22,Taiwan,1270
Mar-22,Taiwan,1400
Apr-22,Taiwan,1560
May-22,Taiwan,1570
Jun-22,Taiwan,2480
Jul-22,Taiwan,3690
Aug-22,Taiwan,3490
Sep-22,Taiwan,3580
Oct-22,Taiwan,4340
Nov-22,Taiwan,4680
Dec-22,Taiwan,6140
Jan-23,Taiwan,10830
Feb-23,Taiwan,11180
Mar-23,Taiwan,10080
Apr-23,Taiwan,9000
May-23,Taiwan,9500
Jun-23,Taiwan,12680
Jul-23,Taiwan,15800
Aug-23,Taiwan,15430
Sep-23,Taiwan,11840
Oct-23,Taiwan,13310
Nov-23,Taiwan,11300
Dec-23,Taiwan,11210
Jan-24,Taiwan,13630
Feb-24,Taiwan,22400
Mar-24,Taiwan,15340
Apr-24,Taiwan,12390
May-24,Taiwan,13230
Jun-24,Taiwan,17450
Jul-24,Taiwan,22200
Jan-19,Japan,34490
Feb-19,Japan,46530
Mar-19,Japan,54520
Apr-19,Japan,35350
May-19,Japan,31020
Jun-19,Japan,27510
Jul-19,Japan,45060
Aug-19,Japan,62740
Sep-19,Japan,42680
Oct-19,Japan,43000
Nov-19,Japan,46480
Dec-19,Japan,53860
Jan-20,Japan,38790
Feb-20,Japan,44870
Mar-20,Japan,14090
Apr-20,Japan,60
May-20,Japan,110
Jun-20,Japan,100
Jul-20,Japan,120
Aug-20,Japan,160
Sep-20,Japan,150
Oct-20,Japan,160
Nov-20,Japan,290
Dec-20,Japan,270
Jan-21,Japan,260
Feb-21,Japan,200
Mar-21,Japan,250
Apr-21,Japan,320
May-21,Japan,420
Jun-21,Japan,300
Jul-21,Japan,220
Aug-21,Japan,130
Sep-21,Japan,120
Oct-21,Japan,100
Nov-21,Japan,270
Dec-21,Japan,920
Jan-22,Japan,1630
Feb-22,Japan,1900
Mar-22,Japan,2960
Apr-22,Japan,5350
May-22,Japan,5240
Jun-22,Japan,5180
Jul-22,Japan,9950
Aug-22,Japan,14470
Sep-22,Japan,10150
Oct-22,Japan,13590
Nov-22,Japan,15540
Dec-22,Japan,15780
Jan-23,Japan,15030
Feb-23,Japan,25410
Mar-23,Japan,28790
Apr-23,Japan,17810
May-23,Japan,20240
Jun-23,Japan,17340
Jul-23,Japan,32100
Aug-23,Japan,45000
Sep-23,Japan,27840
Oct-23,Japan,29710
Nov-23,Japan,34440
Dec-23,Japan,35690
Jan-24,Japan,26350
Feb-24,Japan,44510
Mar-24,Japan,47480
Apr-24,Japan,25850
May-24,Japan,24600
Jun-24,Japan,24200
Jul-24,Japan,36690
Jan-19,"Korea, South",39020
Feb-19,"Korea, South",37020
Mar-19,"Korea, South",31460
Apr-19,"Korea, South",22450
May-19,"Korea, South",24380
Jun-19,"Korea, South",24550
Jul-19,"Korea, South",26950
Aug-19,"Korea, South",26660
Sep-19,"Korea, South",25100
Oct-19,"Korea, South",27170
Nov-19,"Korea, South",32210
Dec-19,"Korea, South",38090
Jan-20,"Korea, South",38020
Feb-20,"Korea, South",27410
Mar-20,"Korea, South",4050
Apr-20,"Korea, South",30
May-20,"Korea, South",80
Jun-20,"Korea, South",100
Jul-20,"Korea, South",110
Aug-20,"Korea, South",120
Sep-20,"Korea, South",100
Oct-20,"Korea, South",130
Nov-20,"Korea, South",130
Dec-20,"Korea, South",200
Jan-21,"Korea, South",210
Feb-21,"Korea, South",190
Mar-21,"Korea, South",190
Apr-21,"Korea, South",210
May-21,"Korea, South",260
Jun-21,"Korea, South",220
Jul-21,"Korea, South",200
Aug-21,"Korea, South",130
Sep-21,"Korea, South",60
Oct-21,"Korea, South",90
Nov-21,"Korea, South",440
Dec-21,"Korea, South",2000
Jan-22,"Korea, South",2540
Feb-22,"Korea, South",3030
Mar-22,"Korea, South",3660
Apr-22,"Korea, South",5650
May-22,"Korea, South",6000
Jun-22,"Korea, South",7060
Jul-22,"Korea, South",10270
Aug-22,"Korea, South",9580
Sep-22,"Korea, South",9370
Oct-22,"Korea, South",10260
Nov-22,"Korea, South",15220
Dec-22,"Korea, South",19220
Jan-23,"Korea, South",24360
Feb-23,"Korea, South",29530
Mar-23,"Korea, South",22840
Apr-23,"Korea, South",20600
May-23,"Korea, South",22830
Jun-23,"Korea, South",22130
Jul-23,"Korea, South",27130
Aug-23,"Korea, South",33600
Sep-23,"Korea, South",31520
Oct-23,"Korea, South",31030
Nov-23,"Korea, South",35890
Dec-23,"Korea, South",40780
Jan-24,"Korea, South",40330
Feb-24,"Korea, South",47570
Mar-24,"Korea, South",34810
Apr-24,"Korea, South",29130
May-24,"Korea, South",31360
Jun-24,"Korea, South",29990
Jul-24,"Korea, South",36540
Jan-19,Bangladesh,2820
Feb-19,Bangladesh,4180
Mar-19,Bangladesh,3350
Apr-19,Bangladesh,2340
May-19,Bangladesh,2350
Jun-19,Bangladesh,2390
Jul-19,Bangladesh,3050
Aug-19,Bangladesh,3030
Sep-19,Bangladesh,2420
Oct-19,Bangladesh,2280
Nov-19,Bangladesh,2400
Dec-19,Bangladesh,3350
Jan-20,Bangladesh,2960
Feb-20,Bangladesh,4610
Mar-20,Bangladesh,2250
Apr-20,Bangladesh,60
May-20,Bangladesh,70
Jun-20,Bangladesh,60
Jul-20,Bangladesh,30
Aug-20,Bangladesh,30
Sep-20,Bangladesh,50
Oct-20,Bangladesh,60
Nov-20,Bangladesh,70
Dec-20,Bangladesh,90
Jan-21,Bangladesh,80
Feb-21,Bangladesh,100
Mar-21,Bangladesh,100
Apr-21,Bangladesh,100
May-21,Bangladesh,160
Jun-21,Bangladesh,120
Jul-21,Bangladesh,90
Aug-21,Bangladesh,20
Sep-21,Bangladesh,30
Oct-21,Bangladesh,40
Nov-21,Bangladesh,320
Dec-21,Bangladesh,1360
Jan-22,Bangladesh,1480
Feb-22,Bangladesh,2120
Mar-22,Bangladesh,2090
Apr-22,Bangladesh,1530
May-22,Bangladesh,1970
Jun-22,Bangladesh,1910
Jul-22,Bangladesh,2740
Aug-22,Bangladesh,2870
Sep-22,Bangladesh,2200
Oct-22,Bangladesh,2340
Nov-22,Bangladesh,2350
Dec-22,Bangladesh,2820
Jan-23,Bangladesh,2450
Feb-23,Bangladesh,4720
Mar-23,Bangladesh,3440
Apr-23,Bangladesh,2220
May-23,Bangladesh,3110
Jun-23,Bangladesh,2600
Jul-23,Bangladesh,4820
Aug-23,Bangladesh,2910
Sep-23,Bangladesh,2620
Oct-23,Bangladesh,2730
Nov-23,Bangladesh,2820
Dec-23,Bangladesh,4340
Jan-24,Bangladesh,3270
Feb-24,Bangladesh,6600
Mar-24,Bangladesh,3240
Apr-24,Bangladesh,2970
May-24,Bangladesh,2640
Jun-24,Bangladesh,3750
Jul-24,Bangladesh,5980
Jan-19,Bhutan,590
Feb-19,Bhutan,850
Mar-19,Bhutan,410
Apr-19,Bhutan,310
May-19,Bhutan,280
Jun-19,Bhutan,370
Jul-19,Bhutan,630
Aug-19,Bhutan,380
Sep-19,Bhutan,260
Oct-19,Bhutan,300
Nov-19,Bhutan,400
Dec-19,Bhutan,470
Jan-20,Bhutan,660
Feb-20,Bhutan,1040
Mar-20,Bhutan,320
Jun-20,Bhutan,10
Dec-20,Bhutan,20
Mar-21,Bhutan,10
Jul-21,Bhutan,10
